region,category,language,mother_tongue,most_at_home,most_at_work,lang_known
Montréal,Non-Official & Non-Aboriginal languages,Kannada,230,140,0,395
Kingston,Non-Official & Non-Aboriginal languages,Kannada,15,0,0,15
Belleville,Non-Official & Non-Aboriginal languages,Kannada,0,0,0,0
Peterborough,Non-Official & Non-Aboriginal languages,Kannada,5,0,0,10
Oshawa,Non-Official & Non-Aboriginal languages,Kannada,35,10,0,95
Toronto,Non-Official & Non-Aboriginal languages,Kannada,2020,825,0,4465
Hamilton,Non-Official & Non-Aboriginal languages,Kannada,85,20,0,135
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Kannada,15,5,0,40
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Kannada,90,35,0,205
Brantford,Non-Official & Non-Aboriginal languages,Kannada,5,5,0,10
Guelph,Non-Official & Non-Aboriginal languages,Kannada,40,25,0,65
London,Non-Official & Non-Aboriginal languages,Kannada,55,15,0,160
Windsor,Non-Official & Non-Aboriginal languages,Kannada,30,15,0,50
Barrie,Non-Official & Non-Aboriginal languages,Kannada,5,0,0,0
Greater Sudbury,Non-Official & Non-Aboriginal languages,Kannada,5,0,0,10
Thunder Bay,Non-Official & Non-Aboriginal languages,Kannada,10,0,0,0
Winnipeg,Non-Official & Non-Aboriginal languages,Kannada,85,40,0,160
Regina,Non-Official & Non-Aboriginal languages,Kannada,20,5,0,50
Saskatoon,Non-Official & Non-Aboriginal languages,Kannada,30,15,0,40
Lethbridge,Non-Official & Non-Aboriginal languages,Kannada,5,0,0,0
Calgary,Non-Official & Non-Aboriginal languages,Kannada,285,115,0,545
Edmonton,Non-Official & Non-Aboriginal languages,Kannada,205,80,0,380
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Kannada,220,75,0,470
Kelowna,Non-Official & Non-Aboriginal languages,Kannada,0,0,0,0
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Kannada,0,0,0,10
Vancouver,Non-Official & Non-Aboriginal languages,Kannada,225,95,0,445
Victoria,Non-Official & Non-Aboriginal languages,Kannada,20,10,0,30
St. John's,Non-Official & Non-Aboriginal languages,Karenic languages,10,0,0,35
Halifax,Non-Official & Non-Aboriginal languages,Karenic languages,0,0,0,0
Moncton,Non-Official & Non-Aboriginal languages,Karenic languages,25,20,0,60
Saint John,Non-Official & Non-Aboriginal languages,Karenic languages,0,0,0,0
Saguenay,Non-Official & Non-Aboriginal languages,Karenic languages,0,0,0,0
Québec,Non-Official & Non-Aboriginal languages,Karenic languages,70,65,0,105
Sherbrooke,Non-Official & Non-Aboriginal languages,Karenic languages,0,0,0,0
Trois-Rivières,Non-Official & Non-Aboriginal languages,Karenic languages,0,0,0,0
Montréal,Non-Official & Non-Aboriginal languages,Karenic languages,0,0,0,0
Kingston,Non-Official & Non-Aboriginal languages,Karenic languages,15,5,0,20
Belleville,Non-Official & Non-Aboriginal languages,Karenic languages,0,0,0,0
Peterborough,Non-Official & Non-Aboriginal languages,Karenic languages,0,0,0,0
Oshawa,Non-Official & Non-Aboriginal languages,Karenic languages,0,0,0,0
Toronto,Non-Official & Non-Aboriginal languages,Karenic languages,265,215,0,250
Hamilton,Non-Official & Non-Aboriginal languages,Karenic languages,255,190,15,360
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Karenic languages,5,5,0,0
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Karenic languages,125,120,0,120
Brantford,Non-Official & Non-Aboriginal languages,Karenic languages,0,0,0,0
Guelph,Non-Official & Non-Aboriginal languages,Karenic languages,0,0,0,0
London,Non-Official & Non-Aboriginal languages,Karenic languages,200,140,0,145
Windsor,Non-Official & Non-Aboriginal languages,Karenic languages,190,175,0,130
Barrie,Non-Official & Non-Aboriginal languages,Karenic languages,0,0,0,0
Greater Sudbury,Non-Official & Non-Aboriginal languages,Karenic languages,0,0,0,0
Thunder Bay,Non-Official & Non-Aboriginal languages,Karenic languages,205,150,0,270
Winnipeg,Non-Official & Non-Aboriginal languages,Karenic languages,415,350,0,465
Regina,Non-Official & Non-Aboriginal languages,Karenic languages,425,310,15,335
Saskatoon,Non-Official & Non-Aboriginal languages,Karenic languages,220,185,10,165
Lethbridge,Non-Official & Non-Aboriginal languages,Karenic languages,30,25,0,0
Calgary,Non-Official & Non-Aboriginal languages,Karenic languages,280,235,15,295
Edmonton,Non-Official & Non-Aboriginal languages,Karenic languages,435,360,10,475
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Karenic languages,325,250,0,370
Kelowna,Non-Official & Non-Aboriginal languages,Karenic languages,0,0,0,0
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Karenic languages,5,0,0,0
Vancouver,Non-Official & Non-Aboriginal languages,Karenic languages,765,690,40,905
Victoria,Non-Official & Non-Aboriginal languages,Karenic languages,5,0,0,0
St. John's,Non-Official & Non-Aboriginal languages,Kashmiri,0,0,0,0
Halifax,Non-Official & Non-Aboriginal languages,Kashmiri,10,0,0,0
Moncton,Non-Official & Non-Aboriginal languages,Kashmiri,0,0,0,0
Saint John,Non-Official & Non-Aboriginal languages,Kashmiri,0,0,0,0
Saguenay,Non-Official & Non-Aboriginal languages,Kashmiri,0,0,0,0
Québec,Non-Official & Non-Aboriginal languages,Kashmiri,0,0,0,0
Sherbrooke,Non-Official & Non-Aboriginal languages,Kashmiri,0,0,0,0
Trois-Rivières,Non-Official & Non-Aboriginal languages,Kashmiri,0,0,0,0
Montréal,Non-Official & Non-Aboriginal languages,Kashmiri,20,5,0,45
Kingston,Non-Official & Non-Aboriginal languages,Kashmiri,0,0,0,10
Belleville,Non-Official & Non-Aboriginal languages,Kashmiri,0,0,0,0
Peterborough,Non-Official & Non-Aboriginal languages,Kashmiri,0,0,0,0
Oshawa,Non-Official & Non-Aboriginal languages,Kashmiri,0,0,0,15
Toronto,Non-Official & Non-Aboriginal languages,Kashmiri,275,50,0,470
Hamilton,Non-Official & Non-Aboriginal languages,Kashmiri,15,0,0,25
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Kashmiri,10,0,0,0
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Kashmiri,5,0,0,15
Brantford,Non-Official & Non-Aboriginal languages,Kashmiri,0,0,0,0
Guelph,Non-Official & Non-Aboriginal languages,Kashmiri,0,0,0,10
London,Non-Official & Non-Aboriginal languages,Kashmiri,0,0,0,0
Windsor,Non-Official & Non-Aboriginal languages,Kashmiri,5,0,0,45
Barrie,Non-Official & Non-Aboriginal languages,Kashmiri,0,0,0,0
Greater Sudbury,Non-Official & Non-Aboriginal languages,Kashmiri,0,0,0,0
Thunder Bay,Non-Official & Non-Aboriginal languages,Kashmiri,0,0,0,0
Winnipeg,Non-Official & Non-Aboriginal languages,Kashmiri,5,5,0,15
Regina,Non-Official & Non-Aboriginal languages,Kashmiri,10,5,0,25
Saskatoon,Non-Official & Non-Aboriginal languages,Kashmiri,10,0,0,0
Lethbridge,Non-Official & Non-Aboriginal languages,Kashmiri,0,0,0,0
Calgary,Non-Official & Non-Aboriginal languages,Kashmiri,85,50,0,65
Edmonton,Non-Official & Non-Aboriginal languages,Kashmiri,20,0,0,60
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Kashmiri,20,10,0,10
Kelowna,Non-Official & Non-Aboriginal languages,Kashmiri,0,0,0,0
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Kashmiri,5,5,0,10
Vancouver,Non-Official & Non-Aboriginal languages,Kashmiri,45,5,0,45
Victoria,Non-Official & Non-Aboriginal languages,Kashmiri,5,0,0,10
St. John's,Aboriginal languages,Kaska (Nahani),0,0,0,0
Halifax,Aboriginal languages,Kaska (Nahani),0,0,0,0
Moncton,Aboriginal languages,Kaska (Nahani),0,0,0,0
Saint John,Aboriginal languages,Kaska (Nahani),0,0,0,0
Saguenay,Aboriginal languages,Kaska (Nahani),0,0,0,0
Québec,Aboriginal languages,Kaska (Nahani),0,0,0,0
Sherbrooke,Aboriginal languages,Kaska (Nahani),0,0,0,0
Trois-Rivières,Aboriginal languages,Kaska (Nahani),0,0,0,0
Montréal,Aboriginal languages,Kaska (Nahani),0,0,0,0
Kingston,Aboriginal languages,Kaska (Nahani),0,0,0,0
Belleville,Aboriginal languages,Kaska (Nahani),0,0,0,0
Peterborough,Aboriginal languages,Kaska (Nahani),0,0,0,0
Oshawa,Aboriginal languages,Kaska (Nahani),0,0,0,0
Toronto,Aboriginal languages,Kaska (Nahani),0,0,0,0
Hamilton,Aboriginal languages,Kaska (Nahani),0,0,0,0
St. Catharines - Niagara,Aboriginal languages,Kaska (Nahani),0,0,0,0
Kitchener - Cambridge - Waterloo,Aboriginal languages,Kaska (Nahani),0,0,0,0
Brantford,Aboriginal languages,Kaska (Nahani),0,0,0,0
Guelph,Aboriginal languages,Kaska (Nahani),0,0,0,0
London,Aboriginal languages,Kaska (Nahani),0,0,0,0
Windsor,Aboriginal languages,Kaska (Nahani),0,0,0,0
Barrie,Aboriginal languages,Kaska (Nahani),0,0,0,0
Greater Sudbury,Aboriginal languages,Kaska (Nahani),0,0,0,0
Thunder Bay,Aboriginal languages,Kaska (Nahani),0,0,0,0
Winnipeg,Aboriginal languages,Kaska (Nahani),0,0,0,0
Regina,Aboriginal languages,Kaska (Nahani),0,0,0,0
Saskatoon,Aboriginal languages,Kaska (Nahani),0,0,0,0
Lethbridge,Aboriginal languages,Kaska (Nahani),0,0,0,0
Calgary,Aboriginal languages,Kaska (Nahani),0,0,0,0
Edmonton,Aboriginal languages,Kaska (Nahani),0,0,0,0
Ottawa - Gatineau,Aboriginal languages,Kaska (Nahani),0,0,0,0
Kelowna,Aboriginal languages,Kaska (Nahani),0,0,0,0
Abbotsford - Mission,Aboriginal languages,Kaska (Nahani),0,0,0,0
Vancouver,Aboriginal languages,Kaska (Nahani),0,0,0,10
Victoria,Aboriginal languages,Kaska (Nahani),0,0,0,10
St. John's,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),0,0,0,0
Halifax,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),5,0,0,20
Moncton,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),5,0,0,0
Saint John,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),0,0,0,0
Saguenay,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),5,0,0,20
Québec,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),400,185,20,585
Sherbrooke,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),55,25,0,50
Trois-Rivières,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),30,20,0,30
Montréal,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),7950,4720,260,10535
Kingston,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),65,20,0,70
Belleville,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),5,0,0,20
Peterborough,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),65,35,0,75
Oshawa,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),35,10,0,75
Toronto,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),3095,1655,50,4340
Hamilton,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),845,460,0,1050
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),180,80,0,245
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),265,130,10,310
Brantford,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),25,15,0,30
Guelph,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),140,85,0,135
London,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),930,520,25,1290
Windsor,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),370,200,15,520
Barrie,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),90,40,0,145
Greater Sudbury,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),5,0,0,0
Thunder Bay,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),5,0,0,0
Winnipeg,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),265,120,0,320
Regina,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),45,15,0,100
Saskatoon,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),75,25,0,75
Lethbridge,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),15,10,0,25
Calgary,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),880,440,0,1200
Edmonton,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),760,385,10,1100
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),1315,585,0,1785
Kelowna,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),10,5,0,0
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),40,10,0,70
Vancouver,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),1210,620,20,1440
Victoria,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),130,70,0,175
St. John's,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),5,0,0,25
Halifax,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),45,15,0,125
Moncton,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),20,5,0,30
Saint John,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),5,0,0,10
Saguenay,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),0,0,0,0
Québec,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),305,55,0,410
Sherbrooke,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),110,20,0,110
Trois-Rivières,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),15,0,0,10
Montréal,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),1425,335,0,1960
Kingston,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),5,0,0,0
Belleville,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),0,0,0,0
Peterborough,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),0,0,0,0
Oshawa,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),15,10,0,70
Toronto,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),385,115,0,700
Hamilton,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),75,20,0,200
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),10,10,0,15
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),40,5,0,45
Brantford,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),0,0,0,0
Guelph,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),10,0,0,0
London,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),40,5,0,65
Windsor,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),60,5,0,115
Barrie,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),5,0,0,0
Greater Sudbury,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),20,15,0,15
Thunder Bay,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),0,0,0,0
Winnipeg,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),235,105,0,305
Regina,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),45,20,0,50
Saskatoon,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),50,15,0,35
Lethbridge,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),5,0,0,10
Calgary,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),125,25,0,105
Edmonton,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),610,285,0,910
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),1150,330,15,1810
Kelowna,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),5,0,0,10
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),0,0,0,0
Vancouver,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),105,45,0,210
Victoria,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),35,15,0,50
St. John's,Non-Official & Non-Aboriginal languages,Konkani,0,0,0,10
Halifax,Non-Official & Non-Aboriginal languages,Konkani,5,0,0,15
Moncton,Non-Official & Non-Aboriginal languages,Konkani,5,0,0,0
Saint John,Non-Official & Non-Aboriginal languages,Konkani,0,0,0,0
Saguenay,Non-Official & Non-Aboriginal languages,Konkani,0,0,0,0
Québec,Non-Official & Non-Aboriginal languages,Konkani,0,0,0,0
Sherbrooke,Non-Official & Non-Aboriginal languages,Konkani,0,0,0,0
Trois-Rivières,Non-Official & Non-Aboriginal languages,Konkani,0,0,0,10
Montréal,Non-Official & Non-Aboriginal languages,Konkani,105,30,0,140
Kingston,Non-Official & Non-Aboriginal languages,Konkani,10,0,0,15
Belleville,Non-Official & Non-Aboriginal languages,Konkani,0,0,0,0
Peterborough,Non-Official & Non-Aboriginal languages,Konkani,15,0,0,0
Oshawa,Non-Official & Non-Aboriginal languages,Konkani,25,10,0,65
Toronto,Non-Official & Non-Aboriginal languages,Konkani,2155,440,0,5000
Hamilton,Non-Official & Non-Aboriginal languages,Konkani,70,20,0,85
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Konkani,5,0,0,10
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Konkani,45,15,0,65
Brantford,Non-Official & Non-Aboriginal languages,Konkani,5,0,0,0
Guelph,Non-Official & Non-Aboriginal languages,Konkani,15,0,0,25
London,Non-Official & Non-Aboriginal languages,Konkani,30,10,0,10
Windsor,Non-Official & Non-Aboriginal languages,Konkani,10,0,0,15
Barrie,Non-Official & Non-Aboriginal languages,Konkani,0,0,0,0
Greater Sudbury,Non-Official & Non-Aboriginal languages,Konkani,0,0,0,0
Thunder Bay,Non-Official & Non-Aboriginal languages,Konkani,0,0,0,0
Winnipeg,Non-Official & Non-Aboriginal languages,Konkani,30,10,0,40
Regina,Non-Official & Non-Aboriginal languages,Konkani,20,10,0,25
Saskatoon,Non-Official & Non-Aboriginal languages,Konkani,5,0,0,15
Lethbridge,Non-Official & Non-Aboriginal languages,Konkani,5,0,0,0
Calgary,Non-Official & Non-Aboriginal languages,Konkani,175,35,0,385
Edmonton,Non-Official & Non-Aboriginal languages,Konkani,150,35,0,165
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Konkani,110,35,0,140
Kelowna,Non-Official & Non-Aboriginal languages,Konkani,5,0,0,0
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Konkani,5,0,0,0
Vancouver,Non-Official & Non-Aboriginal languages,Konkani,225,40,0,370
Victoria,Non-Official & Non-Aboriginal languages,Konkani,15,5,0,20
St. John's,Non-Official & Non-Aboriginal languages,Korean,115,60,0,105
Halifax,Non-Official & Non-Aboriginal languages,Korean,900,610,30,1190
Moncton,Non-Official & Non-Aboriginal languages,Korean,545,440,25,610
Saint John,Non-Official & Non-Aboriginal languages,Korean,480,405,15,510
Saguenay,Non-Official & Non-Aboriginal languages,Korean,0,0,0,10
Québec,Non-Official & Non-Aboriginal languages,Korean,45,15,0,40
Sherbrooke,Non-Official & Non-Aboriginal languages,Korean,25,20,0,25
Trois-Rivières,Non-Official & Non-Aboriginal languages,Korean,0,0,0,10
Montréal,Non-Official & Non-Aboriginal languages,Korean,4865,3395,290,5795
Kingston,Non-Official & Non-Aboriginal languages,Korean,410,255,25,490
Belleville,Non-Official & Non-Aboriginal languages,Korean,215,150,10,210
Peterborough,Non-Official & Non-Aboriginal languages,Korean,185,135,0,185
Oshawa,Non-Official & Non-Aboriginal languages,Korean,415,245,15,460
Toronto,Non-Official & Non-Aboriginal languages,Korean,55005,38435,4270,62350
Hamilton,Non-Official & Non-Aboriginal languages,Korean,2200,1470,115,2670
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Korean,1260,925,55,1320
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Korean,2090,1500,150,2200
Brantford,Non-Official & Non-Aboriginal languages,Korean,195,155,0,255
Guelph,Non-Official & Non-Aboriginal languages,Korean,270,175,20,240
London,Non-Official & Non-Aboriginal languages,Korean,2785,2090,125,3075
Windsor,Non-Official & Non-Aboriginal languages,Korean,450,320,15,465
Barrie,Non-Official & Non-Aboriginal languages,Korean,365,255,30,525
Greater Sudbury,Non-Official & Non-Aboriginal languages,Korean,75,50,0,85
Thunder Bay,Non-Official & Non-Aboriginal languages,Korean,85,45,10,165
Winnipeg,Non-Official & Non-Aboriginal languages,Korean,3290,2550,280,3710
Regina,Non-Official & Non-Aboriginal languages,Korean,560,400,40,660
Saskatoon,Non-Official & Non-Aboriginal languages,Korean,475,295,40,625
Lethbridge,Non-Official & Non-Aboriginal languages,Korean,200,135,0,250
Calgary,Non-Official & Non-Aboriginal languages,Korean,9225,6565,495,10245
Edmonton,Non-Official & Non-Aboriginal languages,Korean,6325,4565,260,7180
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Korean,2205,1215,95,2800
Kelowna,Non-Official & Non-Aboriginal languages,Korean,445,325,55,610
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Korean,1265,1000,165,1445
Vancouver,Non-Official & Non-Aboriginal languages,Korean,45990,34225,5075,50640
Victoria,Non-Official & Non-Aboriginal languages,Korean,1595,1015,100,1845
St. John's,Non-Official & Non-Aboriginal languages,Kurdish,10,5,0,30
